ObjectId,agency_ref,name,address1,address2,city,state,county_name,zip,phone,email,tefap,latitude,longitude,Date_of_Last_SO,Hours_Monday,ByAppointmentOnly_Monday,ResidentsOnly_Monday,Notes_Monday,Reqs_Monday,Hours_Tuesday,ByAppointmentOnly_Tuesday,ResidentsOnly_Tuesday,Notes_Tuesday,Reqs_Tuesday,Hours_Wednesday,ByAppointmentOnly_Wednesday,ResidentsOnly_Wednesday,Notes_Wednesday,Reqs_Wednesday,Hours_Thursday,ByAppointmentOnly_Thursday,ResidentsOnly_Thursday,Notes_Thursday,Reqs_Thursday,Hours_Friday,ByAppointmentOnly_Friday,ResidentsOnly_Friday,Notes_Friday,Reqs_Friday,Hours_Saturday,ByAppointmentOnly_Saturday,ResidentsOnly_Saturday,Notes_Saturday,Reqs_Saturday,Hours_Sunday,ByAppointmentOnly_Sunday,ResidentsOnly_Sunday,Notes_Sunday,Reqs_Sunday,TEFAP_Auto_Eligible,TEFAP_Income_Levels
40,22458-PART-01,Destiny Driven,5900 Princess Garden Parkway,,Lanham,MD,MD Prince George's County,20706,(301) 455-5970,destinydriveninternationalceo@gmail.com,Non-TEFAP,38.961544,-76.864,2026-04-20 00:00:00,"11:00 AM to 2:00 PM; As Needed (Note: No pantry requirements)
11:00 AM to 3:00 PM; Every week (Note: No Pantry Requirements.)",No,No," (Note: No pantry requirements)
 (Note: No Pantry Requirements.)"," 
 ","10:00 AM to 3:00 PM; Every week
11:00 AM to 2:00 PM; Every week (Note: No pantry requirements)",No,No,"
 (Note: No pantry requirements)"," 
 ",,,,,,10:00 AM to 3:00 PM; Every week,No,No,, ,11:00 AM to 3:00 PM; Every week,No,No,, ,11:00 AM to 3:00 PM; Every week,No,No,, ,12:00 PM to 1:30 PM; Every week,No,No,, ,N/A,N/A
41,14665-PART-01,Brighter Day Ministries Food Pantry,2525 12th Pl SE,,Washington,DC,DC Ward 8,20020,(301) 455-6384,mable.l.semple@hotmail.com,TEFAP Available,38.85155,-76.985323,2026-04-15 00:00:00,,,,,,,,,,,,,,,,"11:00 AM to 3:00 PM; Every week
4:00 PM to 6:30 PM; Every week",No,No,"
"," 
 ",,,,,,,,,,,,,,,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg
42,19014-PART-01,"Sowing Empowerment & Economic Development, Inc.",6201 Riverdale Road,Suite 200,Riverdale,MD,MD Prince George's County,20737,(301) 458-9808,cweng@seedinc.org,Non-TEFAP,38.959287,-76.90621,2026-03-18 00:00:00,,,,,,,,,,,12:00 PM to 2:30 PM; Every week (Note: Bring bags),No,No, (Note: Bring bags), ,,,,,,,,,,,,,,,,,,,,,N/A,N/A
43,19690-PART-01,Mt. Jezreel Baptist Church,420 University Blvd East,,Silver Spring,MD,MD Montgomery County,20901,(301) 461-4257,kindbea48@comcast.net,Non-TEFAP,39.008767,-76.997341,2026-04-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,10:00 AM to 2:00 PM; 1st of the Month (Note: No restrictions on client's location.  300 non-perishable food bags and produce distributed until gone.),No,No, (Note: No restrictions on client's location.  300 non-perishable food bags and produce distributed until gone.), ,,,,,,N/A,N/A
44,19712-PART-01,First Baptist Church of Silver Spring Food Closet,828 Wayne Ave,,Silver Spring,MD,MD Montgomery County,20910,(301) 466-8263,saraa11@verizon.net,Non-TEFAP,38.995495,-77.023441,2026-04-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,10:00 AM to 12:00 PM; Every week,No,No,, ,,,,,,N/A,N/A
45,19719-PART-01,Kings and Priests International Ministries,520 Randolph Road,,Silver Spring,MD,MD Montgomery County,20904,(301) 467-6646,kpciministries@gmail.com,Non-TEFAP,39.065663,-77.020494,2026-04-10 00:00:00,,,,,,,,,,,5:00 PM to 7:30 PM; 1st and 3rd of the Month,No,No,, ,,,,,,,,,,,,,,,,12:30 PM to 3:30 PM; Every week,No,No,, ,N/A,N/A
46,19815-PART-01,Harvest Gleaners,3210 Norbeck Road,,Silver Spring,MD,MD Montgomery County,20906,(301) 503-7397,harvestgleaners@aol.com,Non-TEFAP,39.111026,-77.065338,2026-03-23 00:00:00,,,,,,,,,,,,,,,,"9:00 AM to 11:00 AM; Every week (Note: Must be a resident of the senior housing complex)
11:00 AM to Until Food Runs Out; Every Other Week (Note: Must be a resident of the senior housing complex)",No,Yes," (Note: Must be a resident of the senior housing complex)
 (Note: Must be a resident of the senior housing complex)"," 
 ",,,,,,,,,,,,,,,,N/A,N/A
47,22457-PART-01,Mid-County Hub at Harvest Intercontinental Church Olney,16227 Batchellors Forest Rd,,Olney,MD,MD Montgomery County,20832,(301) 512-5584,mdavis@harvestersolney.org,Non-TEFAP,39.121023,-77.069123,2026-04-11 00:00:00,,,,,,2:00 PM to 6:00 PM; Every week,Yes,No,, ,2:00 PM to 6:00 PM; Every week (Note: Choice pantry days),Yes,Yes, (Note: Choice pantry days), ,,,,,,11:00 AM to 6:00 PM; Every week (Note: Choice pantry days),Yes,No, (Note: Choice pantry days), ,9:00 AM to 11:00 AM; Every week (Note: Loose groceries),No,No, (Note: Loose groceries), ,12:00 PM to 1:00 PM; Every week,No,No,, ,N/A,N/A
48,19746-PART-01,CAC Bethel Fellowship Church,7513 Northern Avenue,,Glenn Dale,MD,MD Prince George's County,20769,(301) 523-8911,stellaeokosun@gmail.com,Non-TEFAP,38.993522,-76.819658,2026-04-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,9:00 AM to 2:00 PM; 3rd of the Month,No,No,, ,,,,,,N/A,N/A
49,22639-PART-01,Ports Town Church,4500 57th Ave,,Bladensburg,MD,MD Prince George's County,20717,(301) 525-6328,ebrichardsonrn@gmail.com,Non-TEFAP,38.945548,-76.917438,1970-01-01 00:00:46,6:00 PM to 9:00 PM; 1st of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,11:00 AM to 1:00 PM; 3rd of the Month (Note: We will have boxes of non-perishable items available),No,No, (Note: We will have boxes of non-perishable items available), ,N/A,N/A
50,18738-PART-01,St. Margaret of Scotland Catholic Church,"408 Addison Road, South",,Capitol Heights,MD,MD Prince George's County,20743,(301) 526-9618,katriceemail@gmail.com,TEFAP Only,38.883589,-76.896282,2026-04-03 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,"9:00 AM to 12:00 PM; 1st, 2nd, and 3rd of the Month",No,No,, ,,,,,,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ
51,19798-PART-01,Christ Embassy Maryland,1221 Carraway Court,Suite 1010,Largo,MD,MD Prince George's County,20774,(301) 537-1765,nokwue@gmail.com,Non-TEFAP,38.906369,-76.844042,2026-03-27 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,10:00 AM to 12:00 PM; 2nd and 4th of the Month,No,No,, ,,,,,,N/A,N/A
52,18732-PART-01,St. Paul UMC,6634 St. Barnabas Road,,Oxon Hill,MD,MD Prince George's County,20745,(301) 567-4433,jlouisegreer@aol.com,TEFAP Only,38.798054,-76.982306,2026-04-22 00:00:00,,,,,,,,,,,,,,,,"1:00 PM to 3:00 PM; Every week
1:00 PM to 3:00 PM; Every week
1:00 PM to 3:00 PM; Every week","No
Yes",No,"

"," 
 
 ",,,,,,,,,,,,,,,,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ
53,16885-MOMK-01,Silver Spring UMC,8900 Georgia Ave,,Silver Spring,MD,MD Montgomery County,20901,(301) 587-1215,anne_metcalf@msn.com,Non-TEFAP,39.001102,-77.034286,1970-01-01 00:00:46,,,,,,,,,,,,,,,,11:00 AM to 1:00 PM; 1st of the Month,No,No,, ,,,,,,,,,,,,,,,,N/A,N/A
54,19307-PART-01,Luther Rice Neighborhood Center,801 University Blvd W,,Silver Spring,MD,MD Montgomery County,20901,(301) 593-1130,lutherrice@aol.com,Non-TEFAP,39.031621,-77.021762,2026-04-02 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,11:00 AM to 1:00 PM; 3rd of the Month,No,No,, ,,,,,,N/A,N/A
55,19871-PART-01,Oak Chapel UMC,14500 Layhill Road,,Silver Spring,MD,MD Montgomery County,20906,(301) 598-0000,ocumhub@gmail.com,Non-TEFAP,39.09465,-77.045593,2026-03-31 00:00:00,,,,,,,,,,,"11:00 AM to 2:00 PM; 1st and 3rd of the Month (Note: Home deliveries to 65-70 Home Bound Clients
First and third Wednesday of the month)",Yes,No," (Note: Home deliveries to 65-70 Home Bound Clients
First and third Wednesday of the month)", ,"12:00 PM to 1:00 PM; 1st of the Month (Note: School families only. Harmony Hills Elementary 13407 Lydia St,  Silver Spring MD 20906)",No,Yes," (Note: School families only. Harmony Hills Elementary 13407 Lydia St,  Silver Spring MD 20906)", ,,,,,,"10:00 AM to 12:00 PM; 3rd of the Month (Note: 20906 is the permitted zipcode

Occasionally the second Saturday of the month)",No,No," (Note: 20906 is the permitted zipcode

Occasionally the second Saturday of the month)", ,,,,,,N/A,N/A
56,19515-PART-01,Faith Tabernacle of Prayer,2465 Alabama Ave SE,,Washington,DC,DC Ward 8,20020,(301) 613-5259,faithtabernacleofprayer2465@gmail.com,Non-TEFAP,38.854658,-76.969641,2026-04-03 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,"11:30 AM to 1:30 PM; 1st of the Month (Note: no income, ID, or zip code requirement)",No,No," (Note: no income, ID, or zip code requirement)", ,,,,,,N/A,N/A
57,18762-PART-01,Rainbow Community Development Center,2120 Industrial Parkway,A,Silver Spring,MD,MD Montgomery County,20904,(301) 625-2561,pdrumming@rainbowcdc.org,TEFAP Available,39.054901,-76.969034,1970-01-01 00:00:46,,,,,,"9:00 AM to 12:00 PM; Every week (Note: Tuesday and Thursday are by appointment only in zip codes 20901, 20903, 20904, 20905, 20906, 20866, 20868.  Saturdays are open to all MoCo zip codes.  First time clients call 301-625-2561.  If you are a returning client, please text appointment request to 240-628-9154.)",Yes,No," (Note: Tuesday and Thursday are by appointment only in zip codes 20901, 20903, 20904, 20905, 20906, 20866, 20868.  Saturdays are open to all MoCo zip codes.  First time clients call 301-625-2561.  If you are a returning client, please text appointment request to 240-628-9154.)", ,,,,,,"9:00 AM to 12:00 PM; Every Other Week (Note: On Tuesday and Thursday, we serve clients in zip codes 20901, 20903, 20904, 20905, 20906, 20866, 20868.  Saturdays are open to all MoCo zip codes.  First time clients call 301-625-2561.  If you are a returning client, please text appointment request to 240-628-9154.)",Yes,Yes," (Note: On Tuesday and Thursday, we serve clients in zip codes 20901, 20903, 20904, 20905, 20906, 20866, 20868.  Saturdays are open to all MoCo zip codes.  First time clients call 301-625-2561.  If you are a returning client, please text appointment request to 240-628-9154.)", ,,,,,,9:00 AM to 11:00 AM; 2nd and 4th of the Month (Note: Montgomery County residents only),No,No, (Note: Montgomery County residents only), ,,,,,,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ
58,19522-PART-01,Marlboro Churches Food Bank,4610 Largo Rd.,,Upper Marlboro,MD,MD Prince George's County,20772,(301) 627-3255,mcfb@stmaryum.org,TEFAP Available,38.825275,-76.749704,2026-04-09 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,"7:00 AM to 9:00 AM; 2nd of the Month
7:00 AM to 9:00 AM; 2nd of the Month",No,No,"
"," 
 ",,,,,,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ
59,19834-PART-01,St. Jude Catholic Church,12701 Veirs Mill,,Rockville,MD,MD Montgomery County,20853,(301) 642-3378,mjg@rath-goss.com,Non-TEFAP,39.065446,-77.096917,2026-04-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,8:00 AM to 9:30 AM; Every week (Note: Open to Moco Residents),No,Yes, (Note: Open to Moco Residents), ,,,,,,N/A,N/A
60,19850-PART-01,Nourishing Bethesda,5020 Battery Lane,,Bethesda,MD,MD Montgomery County,20814,(301) 664-4630,john@nourishingbethesda.org,Non-TEFAP,38.990481,-77.10285,2026-04-23 00:00:00,,,,,,,,,,,,,,,,"6:00 PM to 8:00 PM; Every week (Note: Eligible clients must live within out 47 square mile geographical service area or work in Bethesda. We reserve the right to require proof of address/or job location.  For more information, email food@nourishingbethesda.org or TEXT (301) 664-4630‬.)",Yes,No," (Note: Eligible clients must live within out 47 square mile geographical service area or work in Bethesda. We reserve the right to require proof of address/or job location.  For more information, email food@nourishingbethesda.org or TEXT (301) 664-4630‬.)", ,"9:30 AM to 5:30 PM; Every week (Note: Eligible clients must live within out 47 square mile geographical service area or work in Bethesda. We reserve the right to require proof of address/or job location.  For more information, email food@nourishingbethesda.org or TEXT (301) 664-4630‬.)",Yes,No," (Note: Eligible clients must live within out 47 square mile geographical service area or work in Bethesda. We reserve the right to require proof of address/or job location.  For more information, email food@nourishingbethesda.org or TEXT (301) 664-4630‬.)", ,,,,,,,,,,,N/A,N/A
61,19703-PART-01,CAC Wosem- 24th Place,2130 24th Place NE,,Washington,DC,DC Ward 5,20018,(301) 665-8558,cacwosem2130@gmail.com,Non-TEFAP,38.920194,-76.972049,1970-01-01 00:00:46,,,,,,,,,,,,,,,,,,,,,,,,,,12:00 PM to 2:00 PM; 3rd of the Month (Note: 3rd Saturday of the month),No,No, (Note: 3rd Saturday of the month), ,,,,,,N/A,N/A
62,16960-MOMK-01,Southern Friendship Missionary Baptist Church,4444 Branch Avenue,,Temple Hills,MD,MD Prince George's County,20748,(301) 702-0100,carriebgreen@gmail.com,Non-TEFAP,38.831538,-76.930596,2026-04-07 00:00:00,,,,,,9:00 AM to 11:00 AM; 1st of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A
63,19059-PART-01,Victory Drug Center,1804 Quarter Avenue,,Capitol Heights,MD,MD Prince George's County,20743,(301) 706-1496,juanitawalker953@gmail.com,Non-TEFAP,38.865313,-76.923576,2026-04-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,9:00 AM to 1:00 PM; 3rd of the Month,No,No,, ,,,,,,N/A,N/A
64,22685-PART-01,Gaithersburg Soup Kitchen,9008 Rosemont Drive,,Gaithersburg,MD,MD Montgomery County,20877,(301) 706-2318,pdono1417@gmail.com,TEFAP Only,39.127303,-77.185642,2026-04-10 00:00:00,"3:30 PM to 4:30 PM; Every week (Note: ""Hot meals ""program runs from October through April.  The program transitions to a ""Brown Bag"" program from May through September.)",No,No," (Note: ""Hot meals ""program runs from October through April.  The program transitions to a ""Brown Bag"" program from May through September.)", ,"3:30 PM to 4:30 PM; Every week (Note: ""Hot meals ""program runs from October through April.  The program transitions to a ""Brown Bag"" program from May through September.)",No,No," (Note: ""Hot meals ""program runs from October through April.  The program transitions to a ""Brown Bag"" program from May through September.)", ,"3:30 PM to 4:30 PM; Every week (Note: ""Hot meals ""program runs from October through April.  The program transitions to a ""Brown Bag"" program from May through September.)",No,No," (Note: ""Hot meals ""program runs from October through April.  The program transitions to a ""Brown Bag"" program from May through September.)", ,"3:30 PM to 4:30 PM; Every week (Note: ""Hot meals ""program runs from October through April.  The program transitions to a ""Brown Bag"" program from May through September.)",No,No," (Note: ""Hot meals ""program runs from October through April.  The program transitions to a ""Brown Bag"" program from May through September.)", ,"3:30 PM to 4:30 PM; Every week (Note: ""Hot meals ""program runs from October through April.  The program transitions to a ""Brown Bag"" program from May through September.)",No,No," (Note: ""Hot meals ""program runs from October through April.  The program transitions to a ""Brown Bag"" program from May through September.)", ,,,,,,2:30 PM to 4:00 PM; Every Other Week,Yes,Yes,, ,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ
65,19856-PART-01,Guru Nanak Foundation of America (GNFA),12917 Old Columbia Pike,,Silver Spring,MD,MD Montgomery County,20904,(301) 728-7138,fooddrive@gnfa.org,Non-TEFAP,39.067271,-76.962146,2026-04-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:00 PM to 3:00 PM; 2nd and 4th of the Month (Note: None),No,No, (Note: None), ,N/A,N/A
66,19471-PART-01,Community Outreach and Development Center CDC,4719 Marlboro Pike,,Capitol Heights,MD,MD Prince George's County,20743,(301) 735-0121,aroland@communityoutreachcdc.org,TEFAP Available,38.873459,-76.932813,2026-03-27 00:00:00,,,,,,9:00 AM to 5:00 PM; Every week,No,No,, ,,,,,,9:00 AM to 5:00 PM; Every week,No,No,, ,9:00 AM to 5:00 PM; Every week,No,No,, ,,,,,,,,,,,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ
67,19616-PART-01,"Mt. Calvary Catholic Church, Ladies of Charity Food Pantry",6706 Marlboro Pike,,Forestville,MD,MD Prince George's County,20747,(301) 735-5532,mdharley25@verizon.net,TEFAP Available,38.85237,-76.889613,2026-03-23 00:00:00,,,,,,,,,,,,,,,,9:00 AM to 11:30 AM; Every week,Yes,No,, ,,,,,,9:00 AM to 11:00 AM; 3rd of the Month,Yes,No,, ,,,,,,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ
68,18676-MOMK-01,The Universities at Shady Grove,9630 Gudelsky Drive,,Rockville,MD,MD Montgomery County,20850,(301) 738-6000,szelaya3@umd.edu,Non-TEFAP,39.094574,-77.200978,2026-04-27 00:00:00,11:00 AM to 1:00 PM; 4th of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A
69,18280-MOMK-04,Oxon Hill Boys & Girls Club,7711 Livingston Road,,Oxon Hill,MD,MD Prince George's County,20745,(301) 749-5238,idastew@yahoo.com,Non-TEFAP,38.783713,-76.996623,2026-04-03 00:00:00,,,,,,,,,,,,,,,,,,,,,9:00 AM to 11:00 AM; 1st of the Month,No,No,, ,,,,,,,,,,,N/A,N/A
70,19833-PART-01,The Sanctuary,5300 Crain Highway,,Upper Marlboro,MD,MD Prince George's County,20772,(301) 752-0778,mscharander@gmail.com,Non-TEFAP,38.817401,-76.737056,2026-04-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,10:00 AM to 12:30 PM; 4th of the Month (Note: Call ahead! The X Saturday of the month differs),No,No, (Note: Call ahead! The X Saturday of the month differs), ,,,,,,N/A,N/A
71,22602-MOMK-01,HC - Silver Spring,"1500 Forest Glen Rd,",,Silver Spring,MD,MD Montgomery County,20910,(301) 754-8735,wylied@holycrosshealth.org,Non-TEFAP,39.014656,-77.035393,2026-04-01 00:00:00,,,,,,,,,,,12:00 PM to 4:30 PM; 1st of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,N/A,N/A
72,22602-MOMK-02,HC - Germantown,19801 Observation Drive,,Germantown,MD,MD Montgomery County,20876,(301) 754-8735,wylied@holycrosshealth.org,Non-TEFAP,39.181819,-77.242184,1970-01-01 00:00:46,,,,,,,,,,,,,,,,,,,,,12:00 PM to 4:30 PM; 4th of the Month,No,No,, ,,,,,,,,,,,N/A,N/A
73,18280-MOMK-03,Craig Memorial Community Church,5305 Farmingdale Road,,Capitol Heights,MD,MD Prince George's County,20743,(301) 772-3812,idastew@yahoo.com,Non-TEFAP,38.907701,-76.914941,2026-04-24 00:00:00,,,,,,,,,,,,,,,,,,,,,9:00 AM to 11:00 AM; 3rd of the Month,No,No,, ,,,,,,,,,,,N/A,N/A
74,18714-PART-01,St. Joseph Catholic Church,2020 St Joseph Drive,,Largo,MD,MD Prince George's County,20774,(301) 773-4838 EXT. 13,pamwhite2013@verizon.net,TEFAP Only,38.918071,-76.84362,2026-04-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,"11:30 AM to 1:00 PM; 3rd of the Month (Note: Emergency food is also available. Must call 301-773-4838, ext. 13. to arrange a pickup.)",Yes,No," (Note: Emergency food is also available. Must call 301-773-4838, ext. 13. to arrange a pickup.)", ,,,,,,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ
75,19845-PART-01,First Baptist Church of Highland Park,6801 Sheriff Road,,Landover,MD,MD Prince George's County,20785,(301) 773-6655,sburgess301@gmail.com,TEFAP Available,38.910259,-76.889143,2026-04-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,9:00 AM to Until Food Runs Out; 3rd of the Month (Note: Can make appointments on non-distribution days),No,No, (Note: Can make appointments on non-distribution days), ,,,,,,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ
76,19548-PART-01,"Laurel Advocacy & Referral Services, Inc.",311 Laurel Ave,,Laurel,MD,MD Prince George's County,20707,(301) 776-0442,tmyers@laureladvocacy.org,TEFAP Available,39.101843,-76.847697,2026-04-07 00:00:00,"9:00 AM to 2:00 PM; Every week (Note: Must reside in the following zip codes (20707, 20708, 20723, 20724). Be sure to bring the following documents: Valid photo ID for all adult household members (+18), birth certificate or passport for all children (0-17) and proof of Laurel address.)
5:00 PM to 7:30 PM; Every week (Note: Must reside in the following zip codes (20707, 20708, 20723, 20724). Be sure to bring the following documents: Valid photo ID for all adult household members (+18), birth certificate or passport for all children (0-17) and proof of Laurel address.)","No
Yes",No," (Note: Must reside in the following zip codes (20707, 20708, 20723, 20724). Be sure to bring the following documents: Valid photo ID for all adult household members (+18), birth certificate or passport for all children (0-17) and proof of Laurel address.)
 (Note: Must reside in the following zip codes (20707, 20708, 20723, 20724). Be sure to bring the following documents: Valid photo ID for all adult household members (+18), birth certificate or passport for all children (0-17) and proof of Laurel address.)"," 
 ","9:00 AM to 2:00 PM; Every week (Note: Must reside in the following zip codes (20707, 20708, 20723, 20724). Be sure to bring the following documents: Valid photo ID for all adult household members (+18), birth certificate or passport for all children (0-17) and proof of Laurel address.)",No,No," (Note: Must reside in the following zip codes (20707, 20708, 20723, 20724). Be sure to bring the following documents: Valid photo ID for all adult household members (+18), birth certificate or passport for all children (0-17) and proof of Laurel address.)", ,"9:00 AM to 2:00 PM; Every week (Note: Must reside in the following zip codes (20707, 20708, 20723, 20724). Be sure to bring the following documents: Valid photo ID for all adult household members (+18), birth certificate or passport for all children (0-17) and proof of Laurel address.)",No,No," (Note: Must reside in the following zip codes (20707, 20708, 20723, 20724). Be sure to bring the following documents: Valid photo ID for all adult household members (+18), birth certificate or passport for all children (0-17) and proof of Laurel address.)", ,"9:00 AM to 2:00 PM; Every week (Note: Must reside in the following zip codes (20707, 20708, 20723, 20724). Be sure to bring the following documents: Valid photo ID for all adult household members (+18), birth certificate or passport for all children (0-17) and proof of Laurel address.)",No,No," (Note: Must reside in the following zip codes (20707, 20708, 20723, 20724). Be sure to bring the following documents: Valid photo ID for all adult household members (+18), birth certificate or passport for all children (0-17) and proof of Laurel address.)", ,,,,,,,,,,,,,,,,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ
